"longitude","latitude","attack_type","location_description","nearest_country","eez_country","shore_distance","shore_longitude","shore_latitude","attack_description","vessel_name","vessel_type","vessel_status","data_source"
107.25,-2.6667,"Boarding","Gelasa Straits, Indonesia","IDN","IDN",25.5206312957779,107.348488173,-2.87516749299994,NA,"Erowati",NA,"Steaming","mappingpiracy"
106.9667,-2.9833333,"Boarding","Indonesia","IDN","IDN",6.70627395207545,106.915700717,-2.95094166499996,NA,"Belicia",NA,"Steaming","mappingpiracy"
106.983,-2.967,"Attempted","Leplia Straits, Indonesia","IDN","IDN",7.68962924477299,106.915700717,-2.95094166499996,NA,"Thor Kirsten",NA,"Steaming","mappingpiracy"
106.9667,-2.8833333,"Boarding","Gelasa Straits, Indonesia","IDN","IDN",5.6114166467446,107.017075683,-2.88020599799995,NA,"Pac Bali",NA,"Steaming","mappingpiracy"
107.25,-2.6667,"Boarding","Gelasa Straits, Indonesia","IDN","IDN",25.5206312957779,107.348488173,-2.87516749299994,NA,"Alliance Spirit",NA,"Steaming","mappingpiracy"
107.25,-2.6667,"Boarding","Gelasa Straits, Indonesia","IDN","IDN",25.5206312957779,107.348488173,-2.87516749299994,NA,"Bali Sea",NA,"Steaming","mappingpiracy"
107.25,-2.6667,"Attempted","Gelasa Straits, Indonesia","IDN","IDN",25.5206312957779,107.348488173,-2.87516749299994,NA,"Ruby Indah",NA,"Steaming","mappingpiracy"
106.875,-6.0886667,"Attempted","Tg. Priok roads, Indonesia","IDN","IDN",4.4075418078632,106.837738477,-6.10271575299993,NA,"Erkan Mete",NA,"Anchored","mappingpiracy"
109.1333,-1.7,"Boarding","Gresik Island, Indonesia","IDN","IDN",21.5106679280179,108.957286004,-1.61956145599993,NA,"Dragon Tekong",NA,"Steaming","mappingpiracy"
107.25,-2.6667,"Boarding","Gelasa Straits, Indonesia","IDN","IDN",25.5206312957779,107.348488173,-2.87516749299994,NA,"Vincita",NA,"Steaming","mappingpiracy"
106.0038,-5.9366667,"Boarding","Merak, Indonesia","IDN","IDN",2.21550975147967,105.997243686,-5.91773853999996,NA,"Norgas Energy",NA,"Berthed","mappingpiracy"
105.1667,-5.4666667,"Boarding","Panjang, Indonesia","IDN","IDN",8.92725001874063,105.246348504,-5.47877369599991,NA,"Kariba",NA,"Berthed","mappingpiracy"
98.6767,3.7766667,"Attempted","Belawan, Indonesia","IDN","IDN",4.81519041886713,98.710622592,3.80377838700008,NA,"Iver Spendor",NA,"Anchored","mappingpiracy"
98.6767,3.7766667,"Boarding","Belawan, Indonesia","IDN","IDN",4.81519041886713,98.710622592,3.80377838700008,NA,"Penang Glory",NA,"Anchored","mappingpiracy"
117.15,-0.5265,"Boarding","Samarinda, Indonesia","IDN","IDN",32.4393579694505,117.441416863,-0.525160414999959,NA,"Pacstar",NA,"Anchored","mappingpiracy"
106.78,-6.1049,"Boarded","Muara Karang, Indonesia","IDN","IDN",1.46641847604748,106.793223504,-6.10409921699994,NA,"Gemini",NA,"Berthed","mappingpiracy"
116.75,-1.4431667,"Boarded","Lawi Lawi, Indonesia","IDN","IDN",7.70180393697531,116.739756707,-1.37428150799991,NA,"Naga",NA,"Anchored","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Paris",NA,"Anchored","mappingpiracy"
116.2192,-3.2368333,"Boarded","Kota Baru, Indonesia","IDN","IDN",1.46838744788289,116.22917728,-3.24553801899992,NA,"Ocean Ellie",NA,"Anchored","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Tanlong",NA,"Anchored","mappingpiracy"
101.4547,1.6855,"Boarded","Dumai, Indonesia","IDN","IDN",4.05152137606412,101.427012566,1.70929596600007,NA,"Ding An",NA,"Berthed","mappingpiracy"
98.6767,3.7766667,"Attempted","Belawan, Indonesia","IDN","IDN",4.81519041886713,98.710622592,3.80377838700008,NA,"Seaglory",NA,"Anchored","mappingpiracy"
116.8,-1.6833333,"Attempted","Adang Bay, Indonesia","IDN","IDN",28.3029700966643,116.55746504,-1.60621510199991,NA,"Maritime Wisdom",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Attempted","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Amalfi",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Artemis",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Miyuki",NA,"Anchored","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Mariner",NA,"Anchored","mappingpiracy"
106.8867,-6.0338333,"Boarded","Jakarta, Indonesia","IDN","IDN",9.34894650321485,106.837738477,-6.10271575299993,NA,"Kurushima Sea",NA,"Berthed","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"Flora",NA,"Anchored","mappingpiracy"
106.8867,-6.0338333,"Boarded","Jakarta Roads, Indonesia","IDN","IDN",9.34894650321485,106.837738477,-6.10271575299993,NA,"Changsha",NA,"Anchored","mappingpiracy"
116.2765,-3.2061667,"Boarded","Pulau Laut Coal Terminal, Indonesia","IDN","IDN",1.70102887606979,116.267832879,-3.21884530999995,NA,"Eastern Power",NA,"Anchored","mappingpiracy"
112.7235,-7.2038333,"Attempted","Surabaya, Indonesia","IDN","IDN",1.9559885139787,112.7295028,-7.22047291499996,NA,"Thor Skipper",NA,"Berthed","mappingpiracy"
112.7235,-7.2038333,"Boarded","Surabaya, Indonesia","IDN","IDN",1.9559885139787,112.7295028,-7.22047291499996,NA,"Unspecified",NA,"Berthed","mappingpiracy"
106.9025,-6.0976667,"Attempted","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Tina V",NA,"Anchored","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"Domiat",NA,"Anchored","mappingpiracy"
116.2765,-3.2061667,"Boarded","Pulau Laut Coal Terminal, Indonesia","IDN","IDN",1.70102887606979,116.267832879,-3.21884530999995,NA,"Yong An 4",NA,"Anchored","mappingpiracy"
112.7235,-7.2038333,"Boarded","Surabaya, Indonesia","IDN","IDN",1.9559885139787,112.7295028,-7.22047291499996,NA,"Sanko Sincere",NA,"Berthed","mappingpiracy"
116.75,-1.4431667,"Boarded","Lawi Lawi, Indonesia","IDN","IDN",7.70180393697531,116.739756707,-1.37428150799991,NA,"Aegean Pride",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Anchorage, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Kyriakos M",NA,"Anchored","mappingpiracy"
117,-2.45,"Attempted","Balikpapan, Indonesia","IDN","IDN",48.468502461467,116.57292728,-2.36280689899991,NA,"Hidir Selek",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Anchorage, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Unspecified",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Mimmo Levoli",NA,"Anchored","mappingpiracy"
105.9922,-5.9531667,"Boarded","Merak, Indonesia","IDN","IDN",3.73727989813835,105.977305535,-5.98349374799994,NA,"Hidir Selek",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Attempted","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Falcon",NA,"Anchored","mappingpiracy"
116.0333,-4.3666667,"Attempted","Indonesia","IDN","IDN",33.7796817349774,116.091481967,-4.06682708099993,NA,"Amer Rhine",NA,"Steaming","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Mimmo Levoli",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Roads, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Chainat Naree",NA,"Anchored","mappingpiracy"
104.75,-2.9833333333,"Boarded","Palembang Pusri Terminal, Indonesia","IDN","IDN",33.4774603758444,104.547211134,-2.75953541499996,NA,"Kelso",NA,"Berthed","mappingpiracy"
116.2765,-3.2061667,"Attempted","Pulau Laut Island, Indonesia","IDN","IDN",1.70102887606979,116.267832879,-3.21884530999995,NA,"Hidir Selek",NA,"Steaming","mappingpiracy"
105.525,-5.8708333,"Boarded","Sebuku Island, Indonesia","IDN","IDN",10.8786421184898,105.602061394,-5.80982838299991,NA,"Amber K",NA,"Anchored","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"London",NA,"Anchored","mappingpiracy"
117.4742,0.0895,"Boarded","Bontang Anchorage, Indonesia","IDN","IDN",0.45860935176805,117.47559655,0.0855980490000547,NA,"Jag Kanti",NA,"Anchored","mappingpiracy"
117.538,0.0248333,"Attempted","Tanjung Merangas, Indonesia","IDN","IDN",2.55101566462184,117.516856316,0.0159365910000702,NA,"Rubin Power",NA,"Anchored","mappingpiracy"
105.9535,-6.0081667,"Boarded","Cigading, Indonesia","IDN","IDN",1.11669170030363,105.957041863,-5.99871184699992,NA,"Vanda Naree",NA,"Berthed","mappingpiracy"
105.9193,-6.0418333,"Attempted","Anyer, Indonesia","IDN","IDN",4.71237462504477,105.887868686,-6.07057057099991,NA,"Phoenix Gas",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Parita",NA,"Berthed","mappingpiracy"
98.7007,3.7836667,"Boarded","Container Terminal, Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Mcc Vantage",NA,"Berthed","mappingpiracy"
109.2167,2.0833333,"Boarded","Indonesia","IDN","IDN",21.4081083230985,109.340993686,1.93553294500009,NA,"Nepline Delima",NA,"Steaming","mappingpiracy"
105.9922,-5.9531667,"Attempted","Merak, Indonesia","IDN","IDN",3.73727989813835,105.977305535,-5.98349374799994,NA,"OOCL Acclaim",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Anchorage, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Tam Dao",NA,"Anchored","mappingpiracy"
104.1667,1.1166667,"Boarded","Batu Ampar, Batam, Indonesia","IDN","IDN",1.6972880467829,104.151703321,1.11945221600007,NA,"Erya 3",NA,"Steaming","mappingpiracy"
114.75,-13.4,"Attempted","Between Darwin and Christmas Island, Australia","IDN",NA,504.968426439194,115.134532097,-8.85076262799993,NA,"Spirit of Juno",NA,"Steaming","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Bunga Cenderawasih",NA,"Anchored","mappingpiracy"
105.9193,-6.0418333,"Boarded","Anyer, Indonesia","IDN","IDN",4.71237462504477,105.887868686,-6.07057057099991,NA,"Four Cutter",NA,"Berthed","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"Qing Ann",NA,"Anchored","mappingpiracy"
105.3067,-5.4561667,"Attempted","Panjang Anchorage, Indonesia","IDN","IDN",1.17482779806592,105.310720248,-5.46599700299993,NA,"Haris",NA,"Anchored","mappingpiracy"
105.3067,-5.4561667,"Boarded","Panjang, Indonesia","IDN","IDN",1.17482779806592,105.310720248,-5.46599700299993,NA,"Pioneer Skipper",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Steamers Aries",NA,"Anchored","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Sis Pacer",NA,"Anchored","mappingpiracy"
117.5265,-0.1,"Boarded","Tanjung Santan, Indonesia","IDN","IDN",3.97809612911995,117.507334832,-0.0696346979999589,NA,"Baroness",NA,"Anchored","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Iman",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Dorothea Oldendorff",NA,"Berthed","mappingpiracy"
103.7,0.7,"Boarded","Durian Straits, Indonesia","IDN","IDN",7.063001782728,103.713389519,0.76243724200009,NA,"Top Star",NA,"Steaming","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda River Road, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"Tradenes",NA,"Anchored","mappingpiracy"
105.9535,-6.0081667,"Attempted","Cingading Road, Indonesia","IDN","IDN",1.11669170030363,105.957041863,-5.99871184699992,NA,"Linda Oldendorff",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Container Terminal, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Malaysia Star I",NA,"Berthed","mappingpiracy"
102.6727,1.4306,"Boarded","Eastern Sumatra, Indonesia","IDN","IDN",19.718494919875,102.495860222,1.44179922100005,NA,"Grace Frontier",NA,"Steaming","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Container Terminal, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Mcc Vantage",NA,"Berthed","mappingpiracy"
116.65,-1.7,"Boarded","Adang Bay, Indonesia","IDN","IDN",14.6138464703587,116.55746504,-1.60621510199991,NA,"Maersk Senang",NA,"Anchored","mappingpiracy"
102.0817,1.0233333,"Attempted","Malacca Straits (Coordinates are located inland without a visible waterway)","IDN","IDN",13.3752682947698,102.19418379,1.06590403900009,NA,"Handy Logger",NA,"Steaming","mappingpiracy"
106.915,-2.8283,"Boarded","Bangka Straits, Indonesia","IDN","IDN",10.5013023901029,106.889903191,-2.91985442499993,NA,"Pac Bintan",NA,"Steaming","mappingpiracy"
103.6333,0.1833333,"Attempted","Malacca Straits (Coordinates are located inland without a visible waterway)","IDN","IDN",14.417924641188,103.606293165,0.31085846600007,NA,"Contship Action",NA,"Steaming","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Port, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Seri Ibonda",NA,"Berthed","mappingpiracy"
104.5895,-6.0278333,"Boarded","Anyer Anchorage, Indonesia","IDN","IDN",11.4396771748369,104.56128991,-5.92831796699994,NA,"Sea Wisdom",NA,"Anchored","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Container Terminal, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"MCC Vantage",NA,"Berthed","mappingpiracy"
116.2833,-3.2,"Boarded","Pulau Laut, Indonesia","IDN","IDN",2.70145526673915,116.267832879,-3.21884530999995,NA,"TK Gloria",NA,"Anchored","mappingpiracy"
97.6333,5.5833333,"Attempted","Malacca Straits","IDN","IDN",39.5408954629511,97.5262150400001,5.24225495000007,NA,"Belicia",NA,"Steaming","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan SPM, Belawan Port, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Olympic",NA,"Berthed","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"OOCL Authority",NA,"Anchored","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda Anchorage, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"Bolivar Light",NA,"Anchored","mappingpiracy"
102.4567,1.7783333,"Boarded","Malacca Straits","IDN","MYS",27.4873897782522,102.348968946,1.55463288000004,NA,"Antara Dua",NA,"Steaming","mappingpiracy"
108.95,2.1833333,"Attempted","Indonesia","IDN","IDN",34.5193624662152,109.026703321,2.48582591400009,NA,"Sanmar Symphony",NA,"Steaming","mappingpiracy"
98.7007,3.7836667,"Boarded","Belawan Roads, Indonesia","IDN","IDN",2.48206860810119,98.710622592,3.80377838700008,NA,"Spirit",NA,"Anchored","mappingpiracy"
105.3067,-5.4561667,"Boarded","Panjang Anchorage, Indonesia","IDN","IDN",1.17482779806592,105.310720248,-5.46599700299993,NA,"Adele",NA,"Anchored","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda Muara Anchorage, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"Hatime Ana",NA,"Anchored","mappingpiracy"
105.0333,0.9666667,"Boarded","Indonesia","IDN","IDN",20.1146679741753,104.852793816,0.975490627000056,NA,"Oceanic Confidence",NA,"Steaming","mappingpiracy"
104.9083,1.0666667,"Boarded","Malacca Straits","IDN","IDN",8.98297918928835,104.843516472,1.01821523600006,NA,"Penang Glory",NA,"Steaming","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Djakarta, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Wadi Sudr",NA,"Anchored","mappingpiracy"
105.7717,-2.58,"Boarded","Bangka Straits, Indonesia","IDN","IDN",11.4910201875593,105.757090691,-2.68287525799991,NA,"Hai Soon Viii",NA,"Steaming","mappingpiracy"
116.75,-1.4431667,"Attempted","Lawi Lawi, Indonesia","IDN","IDN",7.70180393697531,116.739756707,-1.37428150799991,NA,"Kent",NA,"Anchored","mappingpiracy"
104.9,1.0833333,"Attempted","Indonesia","IDN","IDN",9.55866327804099,104.843516472,1.01821523600006,NA,"Alam Aman",NA,"Steaming","mappingpiracy"
105.3657,-5.5583,"Boarded","Tarahan Pulp Terminal, Indonesia","IDN","IDN",1.14166515044845,105.375987175,-5.55771249799994,NA,"Henry Oldendorff",NA,"Berthed","mappingpiracy"
102.3667,1.8166667,"Attempted","Pulau Undan, Malacca Straits","IDN","IDN",28.7232924596373,102.338145379,1.55849844000005,NA,"C Bright",NA,"Steaming","mappingpiracy"
117.7569,3.2089,"Attempted","NW Kalimantan, Indonesia","IDN","IDN",11.9361521506659,117.659922722,3.25527578300006,NA,"Deauville",NA,"Steaming","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda Muara Berau, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"A Hazer",NA,"Anchored","mappingpiracy"
104.9633,1.2833333,"Hijacked","Indonesia","IDN","IDN",32.2043569792638,104.843516472,1.01821523600006,NA,"Ziangwan",NA,"Steaming","mappingpiracy"
106.3,1.6666667,"Boarded","Indonesia","IDN","IDN",118.09766396519,106.237803582,2.73285553600005,NA,"Petchem",NA,"Steaming","mappingpiracy"
105.0567,1.09,"Attempted","Indonesia","IDN","IDN",25.0199706218643,104.843516472,1.01821523600006,NA,"Penang Glory",NA,"Steaming","mappingpiracy"
104.9083,1.26,"Attempted","Indonesia","IDN","IDN",27.5739047961405,104.830088738,1.02338288000004,NA,"Naga",NA,"Steaming","mappingpiracy"
108.1167,0.05,"Attempted","Indonesia","IDN","IDN",95.0271003230875,108.92872155,0.31509023600006,NA,"Jo Sypress",NA,"Steaming","mappingpiracy"
106.9533,-5.39,"Attempted","Indonesia","IDN","IDN",58.8546153258789,107.044444207,-5.91432057099991,NA,"Eastern Eureka",NA,"Steaming","mappingpiracy"
101.4547,1.6855,"Boarded","Dumai Anchorage, Indonesia","IDN","IDN",4.05152137606412,101.427012566,1.70929596600007,NA,"Acada Dolphin",NA,"Anchored","mappingpiracy"
106.8967,-6.051,"Boarded","Jakarta Anchorage, Indonesia","IDN","IDN",8.67805450076751,106.837738477,-6.10271575299993,NA,"Cape Canet",NA,"Anchored","mappingpiracy"
105.505,3.155,"Attempted","Indonesia","IDN","IDN",22.9681629119707,105.688731316,3.05996328300006,NA,"Lian Xiang",NA,"Steaming","mappingpiracy"
96.4717,5.7633333,"Attempted","Northern Coast, Sumatra, Indonesia","IDN","IDN",58.3686745203807,96.466319207,5.23554108300004,NA,"Kota Melati",NA,"Steaming","mappingpiracy"
117.4742,0.0895,"Boarded","Bontang Anchorage, Indonesia","IDN","IDN",0.45860935176805,117.47559655,0.0855980490000547,NA,"Jody F Millennium",NA,"Anchored","mappingpiracy"
103.7033,0.7466667,"Boarded","Malacca Straits","IDN","IDN",2.07416900891334,103.713389519,0.76243724200009,NA,"Nile River",NA,"Steaming","mappingpiracy"
104.6333,-5.55,"Boarded","Teluk Semangka, Indonesia","IDN","IDN",5.85551458411241,104.642263217,-5.49781666499996,NA,"Flandre",NA,"Anchored","mappingpiracy"
117.1383,-0.5401667,"Boarded","Samarinda Anchorage, Indonesia","IDN","IDN",33.7476211480701,117.281504754,-0.809177341999941,NA,"Bright Hope",NA,"Anchored","mappingpiracy"
105.3167,-5.5166667,"Boarded","Tarahan Anchorage, Indonesia","IDN","IDN",5.6423245597782,105.310720248,-5.46599700299993,NA,"Harmony",NA,"Anchored","mappingpiracy"
103.4067,-0.5166667,"Attempted","Kuala Enok, Indonesia","IDN","IDN",0.970213873459544,103.401621941,-0.509535414999959,NA,"Botany Treasure",NA,"Anchored","mappingpiracy"
99.4167,4.0666667,"Attempted","Malacca Straits","IDN","IDN",63.2709224378153,99.1797609440001,3.54633768800005,NA,"OOCL San",NA,"Steaming","mappingpiracy"
109.6833,-3.2833333,"Attempted","Indonesia","IDN","IDN",70.7776236039087,110.240244988,-2.97307708099993,NA,"Simunye",NA,"Steaming","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"Pretty Prosperity",NA,"Anchored","mappingpiracy"
102.45,1.7666667,"Boarded","Malacca Straits","IDN","IDN",26.0016013867373,102.348968946,1.55463288000004,NA,"Bangla Muni",NA,"Steaming","mappingpiracy"
106.9025,-6.0976667,"Boarded","Tanjung Priok, Indonesia","IDN","IDN",7.19038121922267,106.837738477,-6.10271575299993,NA,"NCC Najd",NA,"Berthed","mappingpiracy"
109.0244,-7.7307,"Boarded","Cilcap CIB No.2, Indonesia","IDN","IDN",0.377205863810642,109.021250847,-7.73202890399995,NA,"Naga",NA,"Berthed","mappingpiracy"
102.15,1.1,"Attempted","Malacca Straits (Coordinates are located inland)","IDN","IDN",4.82264488303726,102.193125847,1.10423411700009,NA,"Jaami",NA,"Steaming","mappingpiracy"
104.1167,1.2666667,"Attempted","Very close to Changi Airport, Singapore","IDN","IDN",8.6617075876894,104.103200717,1.18952057500007,NA,"Lania",NA,"Steaming","mappingpiracy"
105.3067,-5.4561667,"Boarded","Panjang Pilot Station, Indonesia","IDN","IDN",1.17482779806592,105.310720248,-5.46599700299993,NA,"ASEAN Victory",NA,"Anchored","mappingpiracy"
95.2833,5.7333333,"Attempted","Pulau WE, Indonesia","IDN","IDN",6.17977521546424,95.302744988,5.78571198100008,NA,"Agios Fanourios",NA,"Steaming","mappingpiracy"
105.3067,-5.4561667,"Boarded","Panjang Anchorage, Indonesia","IDN","IDN",1.17482779806592,105.310720248,-5.46599700299993,NA,"Conquestventure",NA,"Anchored","mappingpiracy"
117.5265,-0.1,"Boarded","Santan, Indonesia","IDN","IDN",3.97809612911995,117.507334832,-0.0696346979999589,NA,"Kyushu Spirit",NA,"Anchored","mappingpiracy"
108.25,0.3,"Attempted","Indonesia","IDN","IDN",74.8167688754419,108.92090905,0.340277411000045,NA,"Trans Future I",NA,"Steaming","mappingpiracy"
103.4762,1.1095,"Boarded","Indonesia","IDN","IDN",8.70543297592127,103.42839603,1.04718659100007,NA,"Columbus",NA,"Anchored","mappingpiracy"
104.1183,1.2525,"Hijacked","Singapore Straits","IDN","IDN",7.16382364718226,104.103200717,1.18952057500007,NA,"Western Targa",NA,"Steaming","mappingpiracy"
102.4667,1.7666667,"Attempted","Malacca Straits","IDN","MYS",26.8573564151285,102.348968946,1.55463288000004,NA,"Banga Bonik",NA,"Steaming","mappingpiracy"
109.0244,-7.7307,"Boarded","Berth No.2, Cilacap, Indonesia","IDN","IDN",0.377205863810642,109.021250847,-7.73202890399995,NA,"Baroness",NA,"Berthed","mappingpiracy"
116.2765,-3.2061667,"Boarded","Pulau Laut, Kotabaru, Indonesia","IDN","IDN",1.70102887606979,116.267832879,-3.21884530999995,NA,"Global Fortune",NA,"Anchored","mappingpiracy"
103.3217,1.2633333,"Attempted","Pulau Iyu, Indonesia","IDN","IDN",15.4397580800555,103.366465691,1.13117096600007,NA,"Al Salheia",NA,"Steaming","mappingpiracy"
105.93,-6.035,"Boarded","Anyer, Indonesia","IDN","IDN",5.00668725808312,105.957041863,-5.99871184699992,NA,"Tarquin Crest",NA,"Berthed","mappingpiracy"
116.75,-1.4431667,"Boarded","Lawi Lawi, Indonesia","IDN","IDN",7.70180393697531,116.739756707,-1.37428150799991,NA,"Silver Paradise",NA,"Anchored","mappingpiracy"
103.34,1.255,"Attempted","Indonesia","IDN","IDN",14.0056029220507,103.366465691,1.13117096600007,NA,"Arktis Ocean",NA,"Steaming","mappingpiracy"
105.9535,-6.0081667,"Boarded","Cigading, Indonesia","IDN","IDN",1.11669170030363,105.957041863,-5.99871184699992,NA,"Brave Pescadores",NA,"Berthed","mappingpiracy"
116.8072,-1.2561667,"Attempted","Balikpapan Anchorage, Indonesia","IDN","IDN",1.4856807025893,116.817393425,-1.24749114399992,NA,"Siam Veera",NA,"Anchored","mappingpiracy"
102.53,1.3166667,"Boarded","Malacca Straits","IDN","IDN",3.13368410967605,102.511485222,1.29531484600005,NA,"Bunga Melawis",NA,"Steaming","mappingpiracy"
116.7932,-1.25,"Boarding","Balikpapan, Indonesia","IDN","IDN",0.27769718140065,116.790863477,-1.24911874799994,NA,"Halia",NA,"Berthed","mappingpiracy"
105.0333,1.1333333,"Attempted","Indonesia","IDN","IDN",24.6618752601105,104.843516472,1.01821523600006,NA,"Eagle Aries",NA,"Steaming","mappingpiracy"
105.115,0.8625,"Boarding","Indonesia","IDN","IDN",31.7467651586636,104.852793816,0.975490627000056,NA,"Rengganis",NA,"Steaming","mappingpiracy"
116.7932,-1.25,"Boarding","Balikpapan, Indonesia","IDN","IDN",0.27769718140065,116.790863477,-1.24911874799994,NA,"British Argosy",NA,"Berthed","mappingpiracy"
98.6767,3.7766667,"Attempted","Belawan Anchorage, Indonesia","IDN","IDN",4.81519041886713,98.710622592,3.80377838700008,NA,"Broojerdi",NA,"Anchored","mappingpiracy"
106.875,-6.0886667,"Boarding","Tg. Priok Anchorage, Indonesia","IDN","IDN",4.4075418078632,106.837738477,-6.10271575299993,NA,"Balaji Vintage",NA,"Anchored","mappingpiracy"
116.7932,-1.25,"Attempted","Balikpapan, Indonesia","IDN","IDN",0.27769718140065,116.790863477,-1.24911874799994,NA,"Siam Veera",NA,"Anchored","mappingpiracy"
105.1667,-5.4666667,"Boarding","Panjang Anchorage, Indonesia","IDN","IDN",8.92725001874063,105.246348504,-5.47877369599991,NA,"Sea-Lark",NA,"Anchored","mappingpiracy"
103.3833,1.2,"Boarding","Singapore Straits","IDN","IDN",7.41305529117393,103.376719597,1.13328685100009,NA,"Khersones",NA,"Steaming","mappingpiracy"
